tweet_tokens,pos_tags,label
I guess Knicks/Heat is on for now . Pretty clear that tomorrow's game wasn't going to happen .,"O V ^ V P P R , R A P S N V V P V ,",negative
I love you too RiRi ! Can't wait for Friday ! <3,"O V O R ^ , V V P ^ , E",positive
@Mosher_Monica hey I'm coming home tomorrow to surprise Lauren so don't tell her but I'm going to need you or someone to let me in,@ ! L V N N P V ^ R V V O & L V P V O & N P V O P,neutral
@RyanRuocco but let Sanchez get through his 3rd season before we say if he's better then eli,@ & V ^ V P D A N P O V P L A R ^,positive
"@RolandT125 as much as I hate to say it ... Saurez , Ronaldo , Nani , Pires I could go on and on he may have a point bruv .","@ R A P O V P V O , ^ , ^ , ^ , ^ O V V P & P O V V D N N ,",negative
"Today on the Jasmine Brand : Lil Wayne Says Atl Crowd Sux , Beyonce in Part 2 of WTT Trailer + Rihanna Straddles Old Man http://bit.ly/9EAAvT","N P D ^ ^ , ^ ^ V ^ N V , ^ P N $ P ^ ^ & ^ V A N U",neutral
How have I missed that today is National Margarita Day ?!?!? Kinda doesn't go with Ash Wednesday .....,"R V O V O N V A N N , R V V P ^ ^ ,",negative
@CarlsbergSports Would the bar be showing Pittsburgh Steelers V New York Giants on Sunday night ?,"@ V D N V V ^ ^ ^ ^ ^ ^ P ^ N ,",objective
Free PSN game on PSN Game is ZEN PINBALL 2 . Free Game on Playstation Network . As of Oct 1 2012 . Get it now while its free . USA PSN,"A ^ N P ^ N V ^ ^ $ , A N P ^ N , P P ^ $ $ , V O R P L A , ^ ^",neutral
"@PeterVecsey1 Millsap , Al ... Favors is getting there and Kanter will . Is Jeremy Evans your 5th ? Idk about that . If Evans is legit , I think","@ ^ , ^ , V V V R & ^ V , V ^ ^ D A , L P O , P ^ V A , O V",neutral
Today : Sefton v @AlderCC HOME 12noon - including President's Day ; 2nd XI v @newtoncricket Away 12.45 pm . Let's hope the forecast's wrong !,"N , ^ ^ @ N $ , V Z N , $ ^ ^ @ R $ N , L V D N A ,",objective
New Story : Norfolk woman dies in crash : A woman from northeast Nebraska died Saturday morning when the car she w ... http://bit.ly/pXNj4s,"A N , ^ N V P N , D N P ^ ^ V ^ N R D N O G ~ U",positive
The wisdom of not running phony Republicans tonight is this : All six Dems are now winners . All six Repubs are losers-to-be . #WIrecall #p2,"D N P R V A N N V O , D $ N V R N , D $ N V N , # #",positive
Dollar gains on euro amid Greek woes : New York - The euro sagged against the dollar on Thursday as the revised G ... http://t.co/RQ3gxwWC,"N V P N P A N , A N , D N V P D N P ^ P D A N ~ U",neutral
Benesch spins and fires from close in and puts a low bounce shot past Rose . Assist to Pires #wla @beniboi21 4th goal of the night .,"^ V & V P A P & V D A N N A ^ , V P ^ # @ A N P D N ,",neutral
"If you're looking for the GS3 off contract , it hits MetroPCS next Monday - http://t.co/vLu16S8I by @Engadget","P L V P D ^ P N , O V ^ A ^ , U P @",objective
Join Team PML(N ) representative to support PMLN vs PTI kids at Front Line with Kamran Shahid Recording tomorrow ... http://t.co/D16qLSLU,"V N N , N P V ^ P ^ N P ^ ^ P ^ ^ V N , U",negative
"Cong to hold rallies on FDI . The first rally will be held at Delhi's Ramlila ground on Oct 28 , to be addressed by the PM and Mrs S Gandhi .","N P V V P ^ , D A N V V V P Z ^ ^ P ^ $ , P V V P D N & ^ ^ ^ ,",objective
Who wants to be on @Kandi's Kandi Factory ?? #kandifactory You may see me and my new music on the new series,"O V P V P Z ^ ^ , # O V V O & D A N P D A N",positive
@Lo3o2 Oh iight I can dig it but how you going to act tomorrow night tho younging ?,"@ ! ! O V V O & R O V P V N N R ! ,",neutral
"Wichita St is just a team full of corncobs . Also , if they play "" We Ready "" today , place will explode . #shakeandbakejays #BOOTSTOASSES","^ ^ V R D N A P ^ , R , P O V , O A , N , N V V , # #",positive
Super excited for homecoming Saturday with Monroe ! :D my new nephew is here but I can't see him :(,"R A P N ^ P ^ , E D A N V R & O V V O E",objective
I reckon the match between Bolton and Man City should be good tomorrow ! #footballseason,"O V D N P ^ & N N V V A N , #",negative
Cliff Avril leaves Detroit Lions game with back injury : Detroit Lions defensive end Cliff Avril left Sunday's ga ... http://t.co/5loAh60f,"^ ^ V ^ ^ N P A N , ^ ^ A N ^ ^ V Z G ~ U",neutral
Terrible tragedy today in Russia with the loss of a great KHL team and an NHL great in Pavol Demitra,A N N P ^ P D N P D A N N & D ^ A P ^ ^,negative
U.S. Postal Service will increase stamp prices by one cent : The U.S. Postal Service said Thursday that the cost of ... http://t.co/Bio1zKFy,"^ ^ N V V N N P $ N , D ^ ^ N V ^ P D N P ~ U",neutral
We'll be at the American Women of Surrey #Christmas fair on Sunday in Cobham . Will sample pumpkin pie . See you there ! http://t.co/6k4vfkBu,"L V P D ^ N P ^ ^ N P ^ P ^ , V V N N , V O R , U",positive
Billy Cundiff may be leaving Washington . Hopefully he won't miss the door on the way out .,"^ ^ V V V ^ , R O V V D N P D N P ,",positive
"Q98 Presents : DETHKLOK with MACHINE HEAD , ALL THAT REMAINS , and BLACK DAHLIA MURDER ! TUESDAY , NOVEMBER 13TH AT ... http://t.co/OpzJoZzP","^ V , ^ P N N , X D N , & A ^ N , ^ , ^ $ P ~ U",objective
Congrats to team Spleaders for winning the Kickball Tournament that was held October 6th ! http://t.co/D3gwQrgI,"! P N ^ P V D ^ N P V V ^ $ , U",positive
"@joetheskeleton I'd go with my first time for Evanescence but the 2nd was amazing , Nightwish was gorgeous , same for GaGa , so difficult ^^'","@ L V P D A N P ^ & D $ V A , ^ V A , A P ^ , R A E",positive
"@pauleyP best line ever as abby "" he wears $3000 sun glasses & has Justin Beiber on his harddrive cant we arrest him for that ?","@ A N R P ^ , O V $ N N & V ^ ^ P D N V O V O P O ,",positive
"Aaron Rodgers jersey battery room , under the windmill . Wagnoli - 4 August 2011 - Blog - designer wedding dresses sale ,","^ ^ ^ ^ N , P D N , ^ , P ^ $ , N , N N N N ,",positive
Big day tomorrow ! RVC WBB get their National Championship rings and an exciting new era of MBB begins ! Good luck @CoachDoty and Coach Opat !,"A N N , ^ ^ V D N N N & D A A N P ^ V , A N @ & N N ,",positive
I'll never forget that first girl I was crazy about in 5th grade . I still got her Valentine Day card in my secret safe .,"L R V D A N O V A P P A N , O R V D ^ N N P D A A ,",positive
"@JammyDodger365 i meant to ask you , did you get my text Sunday night ? James Murphy was playing the salty dog","@ O V P V O , V O V D N ^ N , ^ ^ V V D A N",neutral
"The LionsXII will face ATM FA on 5 October , in the first leg of Semi-Finals at Jalan Besar Stadium ! http://t.co/KvOkZG2q","D ^ V N P ^ P $ ^ , P D A N P N P ^ ^ ^ , U",objective
BMP is coming to the Volstead ! Grand opening HH this Fri 5-9 . What are you gonna order first ?,"^ V V P D ^ , ^ V ^ D ^ $ , O V O V V A ,",neutral
Choirs off next Friday or the one after that ... Tryna get a handful of people to go out somewhere for dinner ... Anyone interested ??,"N P A ^ & D $ P O , V V D N P N P V T R P N , N V ,",negative
Tomorrow is a good day to listen to LAMB OF GOD . HAHAHAHA .,"N V D A N P V P N P ^ , ! ,",positive
"OK , going to be with @ThsKit on Saturday at SM Bacolod , to meet my CRUSH !!! BOOM ! XD !! hahahahqa","! , V P V P @ P ^ P ^ ^ , P V D N , ! , E , V",positive
"This "" Too Cute "" puppy show on Animal planet might just be the greatest thing ever . I may never leave my room . #HomeworkCanWait","D , R A , N N P ^ N V R V D A N R , O V R V D N , #",positive
RT @PicBadges : August 14 is Pakistan's independence day ! Get ready for the celebrations with a patriotic PicBadge http://t.co/vNqvYcg . T ...,"~ @ ~ ^ $ V Z N N , V A P D N P D A ^ U , G ~",positive
"Not here in the East :( though ... Moon , Jupiter , Capella light up evening sky on November 1 | Tonight | EarthSky http://t.co/Hv7KPxpa","R R P D ^ E P , N , ^ , ^ N P N N P ^ $ G N G ^ U",negative
Mark Dekanich made 35 saves Sunday as the St. John's IceCaps defeated the Connecticut Whale 3-2 in the American Hockey League .,"^ ^ V $ V ^ P D ^ ^ ^ V D ^ N $ P D ^ ^ ^ ,",neutral
"Halifa Ayan Yusuf is 21 Years Old , she was born in Hargeisa in Somalia n she is ready for the finals at the Mlimani City Hall on December 7","^ ! ^ V $ N A , O V V P ^ P ^ & O V A P D N P D ^ ^ ^ P ^ $",neutral
"saw "" Rise of the Planet of the Apes "" with the gf last night ... it was a pretty damn good movie ... y'all should go check it out","V , N P D N P D ^ , P D N A N , O V D R R A N , O V V V O T",negative
Trey Songz will be here December 7 at the Fox Theatre,^ ^ V V R ^ $ P D ^ ^,objective
Check out the amazing World Music Festival organized for the 7th consecutive year by Rialto theatre in Limassol ! http://t.co/P6g01OwK,"V T D A N N N V P D $ A N P ^ N P ^ , U",positive
"Laura Wright , Gareth Malone , Noah Stewart and Margherita Taylor attend the Classic BRIT Awards launch , September 6","^ ^ , ^ ^ , ^ ^ & ^ ^ V D ^ ^ ^ ^ , ^ $",objective
Good Morning America of Nicki Minaj was great when she perform Moment 4 Life @NICKIMINAJ #NickiMinaj,A N ^ P ^ ^ V A R O V N P N @ #,neutral
Battle for the 17th banner : Royal Rumble basketball edition,"N P D A N , ^ ^ N N",objective
4 days until VintageNOW . We want to raise a bundle for the Safe House for Women . Support us by attending 0ct 30th . http://t.co/oMptA9pe,"$ N P ^ , O V P V D N P D ^ ^ P N , V O P V D A , U",positive
"I'll be giving 2 presentations @ the Center for Photographic Art in Carmel , CA on Sat . 11/3 http://t.co/k4fYFUsJ #photography","L V V $ N P D N P A N P ^ , ^ P ^ , $ U #",neutral
"Ghetto at the Center of the World : Chungking Mansions , Hong Kong http://t.co/QG3gTjaL","A P D N P D N , ^ ^ , ^ ^ U",objective
Next person to comment below wins 4 tickets for tonight or tomorrow night's Colts game against the McAllen Thunder !,"A N P V P V $ N P N & N S ^ N P D ^ N ,",negative
Four Lions . Watch it on Channel 4 . Tonight . At 8pm . Best film ever . I have this on my IPad . Never tired of it . http://t.co/7I6OapX,"$ ^ , V O P ^ $ , N , P $ , A N R , O V O P D ^ , R A P O , U",positive
"I'm going to Stephen Kellogg and The Sixers at Rex Theatre in Pittsburgh , PA - Oct 30 http://t.co/LaSTN3JL","L V P ^ ^ & D ^ P ^ ^ P ^ , ^ , ^ $ U",negative
If anyone wants to go to the duke game Saturday with the kershaw county Clemson club please inbox me !,"P N V P V P D ^ N ^ P D ^ ^ ^ N V V O ,",neutral
if jenelle comes to the game tomorrow ... I'll die #missherlots #itsbeentolong #mybaby,"P ^ V P D N N , L V # # #",negative
The Roxy is alive with THE SOUND OF MUSIC this Sunday at 1.30 pm . This is the LAST chance to see it on the big ... http://t.co/VkEUlX4Y,"D ^ V A P D N P N D ^ P $ N , O V D A N P V O P D A ~ U",positive
"To stand a chance of winning tickets to this VIP Private Red Carpet screening , visit the Centre Court on Friday or ... http://t.co/paULGN9H","P V D N P V N P D N A A N N , V D ^ ^ P ^ & ~ U",neutral
I can't wait to cruise Walgreens tomorrow for all the half-price avatars . #LOVEMEEEEEEEEE,"O V V P N ^ N P D D A N , #",positive
Are you all ready for Roger Sanchez this Friday at HQ Nightclub !!! HMU at 609-335-3062 for table reservations and details !!!!,"V O D A P ^ ^ D ^ P ^ ^ , V P $ P N N & N ,",positive
"Scariest man alive . Kendrick Perkins is close 2nd "" @jemelehill Ray Lewis is probably the only human being ever not born with an indoor voice","A N A , ^ ^ V A $ , @ ^ ^ V R D R A V R R V P D A N",negative
Vta scores td on 3rd drive Ledesma pass to Winans ztra point good 1 0-0 with 8 min left in 2nd qtr,^ N N P A N ^ V P ^ ^ N A $ $ P $ N V P $ N,positive
"Omg , Bullet For My Valentine are coming to the Netherlands march 21th . I might attend that one too :P","! , N P D ^ V V P D ^ ^ $ , O V V D $ R E",neutral
"Is this on tv again ? "" @kugrlover : Most of Redskins starters will sit tonight vs Tampa Bay , but 1st OL will play as long as Beck ... ""","V O P N R , , @ ~ A P ^ N V V R P ^ ^ , & A N V V R A P ^ , ,",positive
New Post Rob will be on the Kyle and Jackie O show on Tuesday 23nd http://t.co/dFa2sDmH,A N ^ V V P D ^ & ^ ^ N P ^ ^ U,objective
@teensara Hahaha Did you see how upset AJ was during the Susan G Coleman segment on Monday :/,@ ! V O V R A ^ V P D ^ ^ ^ N P ^ E,objective
Taiwan court extends ex-leader's jail term - TAIPEI : Taiwan's high court said Friday it has extended ex-leader Chen ... http://t.co/FUADCEfb,"^ N V Z N N , ^ , Z A N V ^ O V A N ^ , U",objective
We got tickets for the Late Show with David Letterman which will air tonight ! Look for us in the 3rd row . Billy Crystal is the guest .,"O V N P D A N P ^ ^ D V N N , V P O P D A N , ^ ^ V D N ,",neutral
FM Preview : Derby County v Peterborough United 28 Apr 2012 : FootyMad attempt to assist you with their form guide ... http://t.co/BC3AKuFW,"N N , ^ ^ ^ ^ ^ $ ^ $ , ^ V P V O P D N N , U",objective
I'm bout to just listen to nicki minaj all night,L P P R V P ^ ^ D N,neutral
Why wait until september to see Stan Walker in Sydney when he's coming to Newcastle Panthers on 24 August ! http://t.co/DIUZzD2X,"R V P ^ P V ^ ^ P ^ R L V P ^ ^ P $ ^ , U",neutral
@HeartThrobEsco oh shit you just reminded me . I have work at 11 tomorrow at Woodchicks and a call in at 1 at Vans . could you cover it ?,"@ ! N O R V O , O V N P $ N P ^ & D N P P $ P ^ , V O V O ,",neutral
Emme's 10th birthday cake :) with Big Time Rush ! http://t.co/g46VjgJw via @pinterest,"Z A N N E P A N N , U P @",positive
Jungle Island says it will be open as usual on Monday . To see what's open & what's closed click on this link #IsaacOn6 http://t.co/DznGJ7EB,"^ ^ V O V V A P A P ^ , P V L A & L V V P D N # U",neutral
@tommacwriter Good luck tomorrow :) and have you ever been to Scotland or Ireland . And if you have did you like it ?,"@ A N N E & V O R V P ^ & ^ , & P O V V O V O ,",positive
Boehner proposes Obama speech be on the same night as NFL opening night ... http://t.co/kBX7PRr,"^ V ^ N V P D A N P ^ V N , U",objective
Good luck to A Scribe Amidst the Lions tonight at the SDMAs !,"A N P D N P D ^ R P D ^ ,",neutral
Imagine Danica and Danielle meeting @justinbieber on Friday and the feeling you get to say that you helped out . #amazing #JBMeetDanica,"V ^ & ^ V @ P ^ & D V O V P V P O V T , # #",positive
@freeformers_uk are back at Rich Mix on Wed 17 Oct teaching you how to design an app in a day : http://t.co/yO2KDvfQ,"@ V R P ^ ^ P ^ $ ^ V O R P V D N P D N , U",neutral
"@shoehorn79 can't open the link , is it ferry Corsten in December ?","@ V V D N , V O V V P ^ ,",negative
@sue_bryce hey sue . So excited to see you at WPPI U tomorrow . We're coming don Canada and would love to buy you a drink . @catG_photo,"@ ! V , R A P V O P ^ O N , L V ^ ^ & V V P V O D N , @",positive
<3<3 NIPPLES >=) The Elite After Olympics Party is the place to be SATURDAY OCT 27 @ Oneil's Place !,"E N E D N P ^ ^ V D N P V ^ ^ $ P Z N ,",neutral
Yardbarker : Announcing the November 17 Smashville Express to Knoxville http://t.co/4qQsMtBR,"^ , V D ^ $ ^ ^ P ^ U",objective
@m11kte Won't see me :( I'm off to Bolton later today for the weekend . Typical timing as ever !,"@ V V O E L R P ^ R N P D N , A N P R ,",positive
"With that score , Farmerville is now up 27-6 over Richwood with the 3rd Qtr winding down .","P D N , ^ V R T $ P ^ P D A N V T ,",objective
"GAMERS !! Don't even think about missing The Blurb tonight on Challenge at midnight . We've got Rage , Deus Ex , Bodycount , Dead Island & more !","N , V R V P V D N N P N P N , L V N , ^ ^ , ^ , A N & R ,",positive
"@Darren800 ha ha yeah you're right ! Well forget Pires , Mulleady on Saturday at Kilbeggan is the next sure thing ! Lol if she runs of course .","@ ! ! ! L A , ! V ^ , ^ P ^ P ^ V D R A N , ! P O V P N ,",positive
"February 13th "" Desperation Day "" the most awesome day of all time #True_Story","^ $ , N N , D R A N P D N #",positive
"@SarahSilvester3 Hello sweetie , hope your enjoying your hols . Found you on here through E L James , I'm half way through 2nd bk after 4days ! x","@ ! N , V L V D N , V O P R P ^ ^ ^ , L A N P $ A P N , G",positive
White Arrows play The Earl on OCTOBER 9TH with Family of the Year and The New Cassettes . DON'T MISS THIS . http://t.co/FqJzBd3U,"A N V D ^ P ^ $ P N P D N & D A N , V V O , U",objective
Wonder if Chris Christie can cancel Valentine's Day and move it to April .. Flowers are cheaper !,"V P ^ ^ V V Z N & V O P ^ , N V A ,",neutral
Fun Friday : a long procession of elementary school children march along the Ring Road in Iqaluit at around 3:15 ... http://t.co/P7G5wkgl,"A ^ , D A N P A N N V P D N N P ^ P P $ ~ U",objective
@DanicaPosadas Aww thank you Danica ! You are an amazing person with so much talent and love ! Hope to see you in Miami this coming March .,"@ ! V O ^ , O V D A N P R A N & N , V P V O P ^ O V ^ ,",positive
A script by the Coen brothers . Alan Rickman naked . Just a few of the things going for ' Gambit ' ( out Nov 21st ) .... http://t.co/18BpGAv3,"D N P D ^ N , ^ ^ A , R D N P D N V P , ^ , , P ^ A , , U",neutral
Just heard my bud @familycycling rode with Tom Boonen @specialized yesterday . #tourofcalifornia goes off Sunday,"R V D N @ V P ^ ^ @ N , # V T ^",positive
Tomorrow at #Wingsday catch the Playoff game with Knicks vs Heat @Djphife on the sounds . Reserve your table now 214-444-9161 !!!,"N P ^ V D N N P ^ P ^ @ P D N , V D N R $ ,",neutral
"VOLLEYBALL : Plant City clinched a regional spot , defeating Hillsborough tonight 3-0 in the 7A District 8 tournament . Finals are Thursday .","N , N N V D A N , V ^ R $ P D ^ ^ $ N , N V ^ ,",positive
"PERUGIA , Italy ( Reuters ) - American student Amanda Knox walked into a court room in Perugia on Friday for the fi ... http://t.co/MVmGNoIR","^ , ^ , ^ , , ^ N ^ ^ V P D N N P ^ P ^ P D G ~ U",neutral
Finish watching Ghost Rider : Spirit of Vengeance . Movie was alright . I still prefer the 1st one better .,"V V ^ ^ , N P N , N V R , O R V D A $ A ,",neutral
so EXO-M is going to Nanjing tomorrow okay can,P ^ V V P ^ N ! V,positive
Shocking ! Warriors may actually have the best coaching staff in the Pacific Division . #GSW #NBA #Lakers #Clippers #Suns #Kings,"A , ^ V R V D A N N P D ^ ^ , # # ^ ^ ^ ^",neutral
"Somewhere in Appleland , Steve Jobs just spit his morning coffee onto his computer screen . EAH !","R P ^ , ^ N R V D N N P D N N , ! ,",positive
HISD's chief financial officer will retire in December : http://t.co/ekQmnzlo . I hope the rest of the finance staff will answer my questions !,"Z N A N V V P ^ , U , O V D N P D N N V V D N ,",positive
I have Austin n Dallas coming deep to Venue tonight . HTown ... lets show em how we do it out chea,"O V ^ & ^ V A P ^ R , G , L V O R O V O T N",positive
"I love the "" on time "" part => @EW : Axl Rose shows up on time , gives Jimmy Kimmel 1st live TV interview in 20 years http://t.co/fhUvLtlj","O V D , P N , N G @ ~ ^ ^ V T P N , V ^ ^ A A N N P $ N U",positive
@ToyceMonique I know ! Im still in Alabama but Ill be back soon . Next thursday Ill be featured at Bakers so you gotta come through !,"@ O V , L R P ^ & L V R R , A ^ L V V P ^ P O V V P ,",positive
"How we do football Sunday at the Turner house . Big screen , little screen , iPad . #gobigorgohome http://t.co/et3rfs5H","R O V N N P D ^ N , A N , A N , ^ , # U",neutral
"Awaiting update on Mikel Leshoure's injury . But so far , WR Titus Young is the only one of the Lions top three picks in April still standi ...","V N P ^ Z N , & R R , ^ ^ ^ V D A $ P D ^ A $ V P ^ R G ~",positive
"Tomorrow , Okami will be released on PSN in HD . Can't wait to play it again ! To me , it's one of the greatest games ever made ! #okami #clover","N , ^ V V V P ^ P N , V V P V O R , P O , L $ P D A N R V , # #",positive
Mom left for Scotland today . Or Ireland ... Keep forgetting where she went to . But both places have cool accents ! I know that !,"N V P ^ N , & ^ , V V R O V P , & D N V A N , O V O ,",positive
"My body is exhausted . I walked from 79th and Jeffery to the lakefront , where i accidentally sat on dead fish , to 55th and King Dr. and back .","D N V A , O V P $ & ^ P D N , R O R V P A N , P A & ^ ^ & R ,",negative
"Sept 19 RT @MissJPangelina : I'm hella mad they just showed a "" Sons of Anarchy "" commercial & ( cont ) http://t.co/uBQ5YFQ","^ $ ~ @ ~ L R A O R V D , N P N , N & , ~ , U",positive
"RT @blitzmegaplex : Kung Fu Panda 2 ( in 2D & 3D , both with Indonesian subtitles ) tentatively scheduled to open on Tues 16 August ^ISK #fb","~ @ ~ ^ ^ ^ $ , P ^ & $ , O P A N , R V P V P ^ $ ^ ^ #",neutral
There is still time to register AND find your red dress for tomorrow's Rampage ! Get on it ! http://t.co/r6sqDyYX,"X V R N P V & V D A N P S N , V P O , U",positive
Truck will be doing a private event and the cart will be at the lent space on 6th Ave and Canal St.,N V V V D A N & D N V V P D N N P ^ ^ & ^ ^,objective
"The Emmy's seem mostly a bore , but the women ( including Amy Poelher and Melissa McCarthy ) brought their A game tonight .","D Z V R D N , & D N , V ^ ^ & ^ ^ , V D D N N ,",positive
"X factor , home made goodies , jacuzzi and Sacha Baron Cohen . Perfect Saturday evening with @SuzieInnocent","E N , N V N , N & ^ ^ ^ , A ^ N P @",positive
And finally .. @billy_knott's dad says he will play ' with a point to prove ' if he starts against Nigeria in #u20worldcup last 16 on Wednesday,"& R , Z N V O V V , P D N P V , P O V P ^ P $ A $ P ^",positive
Anyone wanting Roger Sanchez tickets for v-club on the 19th of october get in touch i have coach and entry ... http://t.co/wDyLdwgR,N V ^ ^ N P N P D $ P ^ V P N O V N & N ~ U,objective
i sang an Avril Lavigne song for the talent show in the 5th grade .. i loved her so much,"O V D ^ ^ N P D N N P D A N , O V O R A",positive
"@RustySprouts too bad Rodgers and GB did nothing through air after 1stQ ! I hope Tomorrow does good too , just not Tony Romo #spellcheckjoke","@ R A ^ & ^ V N P N P N , O V N V A R , R R ^ ^ #",objective
Norwich City are gonna get destroyed today against Villa this afternoon ! C'mon you villaaaans !! @AVFCOfficial,"^ ^ V V V V N P ^ D N , V O N , @",neutral
#SignsYouNeedToGrowUp you still hit up the Skate Center on Friday Nights,# O R V T D ^ ^ P ^ ^,neutral
@ReaganPitt Movie day and some of Grammy's hot chocolate tomorrow ... #pleaseohplease,"@ N N & D P Z A N N , #",positive
FM Preview : West Ham United v Sunderland 22 Sep 2012 - FootyMad attempt to assist you with their form guide as West ... http://t.co/vYmrr56h,"N N , ^ ^ ^ P ^ $ ^ $ , ^ V P V O P D N N P ^ , U",neutral
WILDCAT WORKOUT OCTOBER 31st in the old gym at 7pm !! #FVSU RrrrrrTttttt,"^ N ^ A P D A N P ^ , # ~",neutral
Waiting for the highlight of my Thursday night Celebrity Juice #nolife,V P D N P D ^ N N N #,positive
"@sbsondemand Bring Italy movie called ' TOMORROW ' back on SBS , about 1997 earthquake film .","@ V ^ N V , N , R P ^ , P $ N N ,",objective
"Me : "" Little early for Ash Wednesday isn't it ? "" Stranger : "" That's a birthmark ! ""","O , , A A P ^ ^ V O , , N , , L D N , ,",neutral
It is official the NASDAQ market will be open in Wednesday,O V A D ^ N V V V P ^,negative
Physics professor just extended our assignment from 11:30 tonight to 11:30 tomorrow ... I guess he isn't the only one drinking . #profgetcrunk,"^ N R V D N P $ N P $ N , O V O V D A $ V , #",neutral
"Crazy how sports economics have changed . Larry Bird's rookie deal was 5 yrs , $3.25 M total . 6th pick Damian Lillard will make $3 M this YR .","A R N N V V , ^ Z N N V $ N , $ $ A , A N ^ ^ V V $ $ D N ,",neutral
Heat vs Knicks is gonna be the most exciting 1st round series,^ P ^ V V V D R A A N N,positive
Jennifer Aniston shows she's Prada her figure at fashion bash - The Sun : The SunJennifer Aniston shows she's Pra ... http://t.co/q42IDY8U,"^ ^ V L ^ D N P N N , D ^ , D ^ ^ V L G ~ U",neutral
Britney : Lady Gaga's here tonight . Me : WHAT ? * Watches Gaga the rest of the night * Me : Who's concert was that ? I forgot . ;D,"^ , ^ Z R R , O , O , , V ^ D N P D N , O , L N V O , O V , E",neutral
Goin to the East playoff game tomorrow . :),"V P D ^ ^ N N , E",positive
"@SamBraik96 won twice on the last day to stay up . Finished 10th and carling cup final . Sent West Ham down !!! Lot of good times , more to come","@ V R P D A N P V T , V A & ^ N A , V ^ ^ R , N P A N , R P V",positive
"@JamesCrosby28 watched the cricket , awesome game , followed by jersey shore and seven dwarves ! Great night of TV !","@ V D N , A N , V P ^ N & $ N , A N P N ,",neutral
"Aglines roundup : Nebraskans may notice the "" Nebraska , Our Best to You "" logos in more locations across the state ... http://bit.ly/mPZ234","^ N , ^ V V D , ^ , D A P O , N P A N P D N ~ U",neutral
Opening Night Warriors vs . Suns : Second Half Game Thread : 0:00 remaining in the 2nd 1 2 3 4 Total Golden St. .. http://t.co/p2bB0zTt,"V N N P , ^ , A N N N , $ V P D A $ $ $ P A ^ ^ , U",neutral
"@1st_love he's only 4th best British fighter , never mind world champ . 1 . HAYE 2 . FURY 3 . CHISORA 4 . PRICE .","@ L R A A A N , R V N N , $ , ^ $ , N $ , ^ $ , N ,",neutral
Performing tomorrow at the Harold Washington Cultural Center with @Smitty_LP come support the team http://t.co/9YEGfKrz,V N P D ^ ^ ^ ^ P @ V V D N U,positive
"Attn male Tulane Students !! If you want to get on TV , go to TJ Quills this Saturday night at 9pm . I can't tell you anymore . Spread the word !","V A ^ N , P O V P V P N , V P ^ ^ D ^ N P $ , O V V O R , V D N ,",neutral
Concert in Dallas was a success tonight ! T'was very hot tho ! Church in the a.m. Then back to Detroit !,"N P ^ V D N N , L R A R , N P D N R R P ^ ,",positive
@vanessacaterina damn I don't wanna get on my computer . Tomorrow :( my Harry feels are out of control and the outtakes video broke me,"@ ! O V V V P D N , N E D ^ V V P P N & D N N V O",negative
"@Tanuki_Meatball @SchmidtsRevenge tomorrow is the big day , see you at #BNA","@ @ N V D A N , V O P ^",positive
@jayharveyuk @Cassieheath83 Next Sunday is penciled . The Harveys meet the Lawson-Mckennas for a royal rumble .,"@ @ A ^ V V , D ^ V D ^ P D A N ,",neutral
"@ariaclemente Wow ! you're also a percy jackson fan ! :-) The 4th book of Heroes of Olympus will be entitled "" House of Hades "" @camphalfblood","@ ! , L R D ^ ^ N , E D A N P ^ P ^ V V V , N P ^ , @",positive
@Doosh5 can u tweet me updates from the Warriors game tomorrow ?,"@ V O V O N P D ^ N N ,",negative
Tomorrow is going to be an easy day . Just show my bib cards for Eng which will be like 25 mins since I'm LAST then get my test back in math,"N V V P V D A N , R V D N N P ^ D V V P $ N P L A R V D N R P N",positive
@bobmcbobbob1 Optimism : Pancake day on Sunday .,"@ N , ^ N P ^ ,",positive
"@T_yeon9 eonni !!! please win the MAMA award for OST ! Fighting ! and take care , i want to see you on Jan 19 ... an ordinary fan from somewhere !","@ ! , V V D N N P N , V , & V N , O V P V O P ^ $ , D A N P R ,",positive
"@patrick_amstrel 8/8 account using your BB device , you may want to follow @BlackBerryHelp for updates and additional support from RIM .","@ ^ N V D N N , O V V P V @ P N & A N P ^ ,",neutral
"Late Halloween party next saturday & going as Thriller Michael Jackson , is it to controversial to hold a baby doll too ?","A ^ N P ^ & V P N ^ ^ , V O P A P V D N N R ,",objective
We saw the birth place of Jesus and walked the pathway of the Palm Sunday entry of Jesus into Jerusalem . #tc,"O V D N N P ^ & V D N P D ^ ^ N P ^ P ^ , #",positive
"Gowns at the ready girls , Q4 update tomorrow ! @BeckyBull_x @emmaharv","N P D A N , ^ N N , @ @",objective
Sarah G . Day last Sunday !! Monday !! Tuesday !! Wednesday !! & xempre ngaung Thursday !! kip it up POPTSERS !! <3,"^ ^ , N A ^ , ^ , ^ , ^ , & ^ ^ ^ , V O T ^ , E",neutral
Imaaa be quiet all day tomorrow ...,"L V A D N N ,",neutral
Front Line with Kamran Shahid ANP Shahi Syed http://t.co/fyej6m9O,N N P ^ ^ ^ ^ ^ U,objective
"Ok guys . Hate on SJP all you want , just remember , you have school tomorrow . #havefun","! N , V P ^ D O V , R V , O V N N , #",positive
